,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue 
Date,SUM of Abra_1,SUM of Abra_2,SUM of  Abra_3 ,SUM of  Abra_4 ,SUM of Arbok_1,SUM of Arbok_2,SUM of  Arbok_3 ,SUM of  Arbok_4 ,SUM of Diglett Media_1,SUM of Diglett Media_2,SUM of  Diglett Media_3 ,SUM of  Diglett Media_4 ,SUM of Ivysaur_1,SUM of Ivysaur_2,SUM of  Ivysaur_3 ,SUM of  Ivysaur_4 ,SUM of Onix_1,SUM of Onix_2,SUM of  Onix_3 ,SUM of  Onix_4 ,SUM of Snorlax_1,SUM of Snorlax_2,SUM of  Snorlax_3 ,SUM of  Snorlax_4 ,SUM of SPEAROW_1,SUM of SPEAROW_2,SUM of  SPEAROW_3 ,SUM of  SPEAROW_4 
1/2/2017,808714,782703," $ 1,178.85 "," $ 1,141.98 ",317522,306376, $ 863.04 , $ 835.39 ,830157,767741," $ 1,198.03 "," $ 1,097.31 ",2740009,2588971," $ 2,579.49 "," $ 2,453.95 ",1612514,1560575," $ 1,112.74 "," $ 1,076.47 ",941854,871534, $ 909.60 , $ 825.95 ,3725679,3669113," $ 3,797.88 "," $ 3,786.99 "
1/3/2017,1072553,1031157," $ 1,667.55 "," $ 1,607.12 ",604235,581859, $ 961.86 , $ 942.27 ,2008231,1871437," $ 1,642.65 "," $ 1,506.22 ",3271795,3080918," $ 3,034.40 "," $ 2,879.66 ",2225509,2160499," $ 1,476.60 "," $ 1,438.32 ",1089886,1010677," $ 1,088.10 "," $ 1,011.77 ",4821686,4586818," $ 4,472.10 "," $ 4,317.79 "
1/4/2017,1461941,1399685," $ 1,970.68 "," $ 1,893.68 ",871482,837775," $ 1,227.05 "," $ 1,190.67 ",1615487,1476457," $ 1,925.64 "," $ 1,738.08 ",3862476,3636313," $ 3,188.82 "," $ 3,016.49 ",2334263,2269941," $ 1,831.43 "," $ 1,781.82 ",1369750,1261780," $ 1,383.14 "," $ 1,244.70 ",5349874,5170658," $ 5,047.08 "," $ 5,141.40 "
1/5/2017,1595215,1530637," $ 2,474.77 "," $ 2,375.87 ",925172,885916," $ 1,262.06 "," $ 1,219.77 ",2046903,1888398," $ 2,164.16 "," $ 1,963.85 ",4738384,4464782," $ 3,791.38 "," $ 3,595.31 ",2943570,2858441," $ 2,288.88 "," $ 2,223.58 ",1713929,1575805," $ 1,634.58 "," $ 1,484.22 ",6895632,6682784," $ 6,363.55 "," $ 6,275.29 "
1/6/2017,1319766,1261286," $ 2,289.10 "," $ 2,198.05 ",725446,691884," $ 1,011.88 ", $ 971.78 ,1822713,1661878," $ 1,793.16 "," $ 1,612.54 ",3390542,3185231," $ 2,783.63 "," $ 2,628.06 ",2298348,2225003," $ 1,770.00 "," $ 1,714.56 ",1356026,1256198," $ 1,269.83 "," $ 1,155.55 ",5086506,4532709," $ 4,929.91 "," $ 4,351.80 "
1/7/2017,874433,845208," $ 1,669.59 "," $ 1,617.82 ",670095,643617, $ 966.09 , $ 935.73 ,1113841,1041280," $ 1,299.33 "," $ 1,185.80 ",2120389,2004771," $ 2,136.06 "," $ 2,018.29 ",1148410,1111463," $ 1,131.95 "," $ 1,096.13 ",809888,758328, $ 943.05 , $ 866.27 ,3100272,2984955," $ 3,949.25 "," $ 3,829.62 "
1/8/2017,1729957,1663982," $ 3,196.25 "," $ 3,080.93 ",1362630,1307966," $ 2,201.54 "," $ 2,129.71 ",2068903,1934767," $ 2,546.01 "," $ 2,330.35 ",4489548,4244056," $ 4,571.99 "," $ 4,334.44 ",2775229,2693158," $ 2,549.02 "," $ 2,472.02 ",1704976,1585764," $ 1,868.30 "," $ 1,715.34 ",7078523,7137474," $ 9,180.74 "," $ 9,297.20 "
1/9/2017,1846114,1768889," $ 4,002.95 "," $ 3,838.76 ",1094152,1050259," $ 1,581.29 "," $ 1,524.91 ",2951564,2724412," $ 2,857.73 "," $ 2,603.16 ",5214016,4888330," $ 4,747.14 "," $ 4,464.66 ",3764875,3650869," $ 2,980.41 "," $ 2,888.09 ",2108742,1967556," $ 2,112.95 "," $ 1,951.66 ",8933281,8402815," $ 9,355.92 "," $ 8,908.48 "
1/10/2017,1713375,1643772," $ 3,917.99 "," $ 3,764.36 ",1249710,1181374," $ 1,827.50 "," $ 1,715.19 ",3514871,3228347," $ 3,355.53 "," $ 3,051.02 ",5367381,5042832," $ 4,942.88 "," $ 4,662.33 ",3843991,3729094," $ 3,141.21 "," $ 3,049.08 ",2024668,1893642," $ 2,031.04 "," $ 1,869.08 ",9900242,9368888," $ 9,504.35 "," $ 9,074.52 "
1/11/2017,2835110,2662989," $ 5,853.82 "," $ 5,581.01 ",1572564,1508532," $ 2,321.24 "," $ 2,239.97 ",4995486,4599833," $ 4,632.98 "," $ 4,186.46 ",6246798,5874717," $ 5,999.46 "," $ 5,659.94 ",4303060,4185524," $ 3,577.02 "," $ 3,478.43 ",2205385,2045238," $ 2,357.18 "," $ 2,143.86 ",10254827,9844821," $ 10,553.47 "," $ 10,289.01 "
1/12/2017,2799117,2611273," $ 4,731.98 "," $ 4,487.37 ",1581234,1511119," $ 2,403.97 "," $ 2,315.52 ",5495824,4992732," $ 4,733.91 "," $ 4,256.70 ",6606187,6211329," $ 6,503.13 "," $ 6,147.22 ",4827862,4688768," $ 3,986.89 "," $ 3,869.61 ",2085764,1935633," $ 2,223.21 "," $ 2,029.18 ",11196815,10780699," $ 11,220.13 "," $ 10,812.01 "
1/13/2017,3092698,2920518," $ 5,170.73 "," $ 4,913.67 ",1221744,1174778," $ 1,891.19 "," $ 1,832.88 ",3673056,3394095," $ 3,885.66 "," $ 3,542.09 ",4614026,4375461," $ 4,565.38 "," $ 4,338.16 ",2861629,2795185," $ 2,550.39 "," $ 2,490.00 ",1435139,1339971," $ 1,562.26 "," $ 1,419.37 ",8121564,7316311," $ 8,420.08 "," $ 7,563.17 "
1/14/2017,1423767,1346081," $ 2,976.39 "," $ 2,829.97 ",1018607,979073," $ 1,882.61 "," $ 1,813.04 ",1677271,1572111," $ 2,542.14 "," $ 2,324.33 ",2307319,2187216," $ 3,130.55 "," $ 2,976.80 ",1233179,1203460," $ 1,558.43 "," $ 1,520.75 ",782919,742389," $ 1,295.25 "," $ 1,203.97 ",3834121,3686334," $ 7,368.66 "," $ 7,359.85 "
1/15/2017,2153089,2030978," $ 4,711.39 "," $ 4,473.95 ",1737182,1667802," $ 3,587.50 "," $ 3,447.96 ",2668047,2486665," $ 3,936.72 "," $ 3,551.34 ",4122257,3906410," $ 5,151.51 "," $ 4,898.99 ",2471744,2414494," $ 2,923.06 "," $ 2,846.69 ",1493860,1415041," $ 2,094.03 "," $ 1,928.76 ",7108580,7055496," $ 15,289.61 "," $ 14,826.33 "
1/16/2017,2632575,2463163," $ 4,947.75 "," $ 4,671.88 ",1682953,1610002," $ 2,833.35 "," $ 2,739.48 ",3455615,3213720," $ 4,140.79 "," $ 3,767.82 ",5705941,5408402," $ 6,097.13 "," $ 5,784.06 ",3569482,3480335," $ 3,424.47 "," $ 3,337.99 ",1646913,1537345," $ 1,875.96 "," $ 1,729.94 ",9503225,9393141," $ 12,136.24 "," $ 12,021.63 "
1/17/2017,2827317,2644010," $ 5,658.23 "," $ 5,340.19 ",1898633,1804321," $ 3,056.81 "," $ 2,939.45 ",5926797,5511485," $ 5,764.37 "," $ 5,266.05 ",6655465,6312338," $ 6,815.30 "," $ 6,485.00 ",5912077,5769950," $ 4,946.67 "," $ 4,822.54 ",2361756,2203374," $ 2,591.49 "," $ 2,380.30 ",10694143,10202954," $ 12,679.83 "," $ 12,208.86 "
1/18/2017,4255483,4016142," $ 7,660.99 "," $ 7,273.19 ",2014991,1909737," $ 3,252.55 "," $ 3,113.75 ",5999477,5552219," $ 6,520.53 "," $ 5,908.00 ",6562795,6227391," $ 7,070.99 "," $ 6,717.08 ",5699541,5545831," $ 5,026.16 "," $ 4,885.61 ",2872867,2668983," $ 3,274.52 "," $ 2,968.70 ",12080304,11677735," $ 13,816.91 "," $ 13,510.42 "
1/19/2017,4382113,4163308," $ 7,622.26 "," $ 7,265.68 ",2374822,2256785," $ 3,697.58 "," $ 3,539.19 ",6171836,5708977," $ 7,351.34 "," $ 6,661.34 ",7041363,6689730," $ 7,903.63 "," $ 7,516.05 ",6438529,6261741," $ 5,583.05 "," $ 5,427.75 ",3402858,3146890," $ 3,560.49 "," $ 3,214.98 ",12789711,12249835," $ 14,750.78 "," $ 14,214.74 "
1/20/2017,2655920,2548181," $ 5,329.15 "," $ 5,121.22 ",1736342,1647816," $ 2,817.04 "," $ 2,697.48 ",4528703,4209717," $ 5,692.42 "," $ 5,207.59 ",4735790,4499166," $ 5,559.23 "," $ 5,285.19 ",4639285,4519033," $ 4,110.31 "," $ 4,003.02 ",2248691,2094018," $ 2,442.06 "," $ 2,216.93 ",9202568,8268299," $ 10,755.08 "," $ 9,592.99 "
1/21/2017,1580305,1526259," $ 3,570.15 "," $ 3,452.82 ",1424462,1354331," $ 2,645.01 "," $ 2,529.95 ",2341234,2184354," $ 4,020.42 "," $ 3,633.44 ",3012173,2854617," $ 4,597.78 "," $ 4,362.35 ",2378639,2324842," $ 2,732.12 "," $ 2,666.04 ",1219682,1152431," $ 1,968.16 "," $ 1,844.29 ",4992818,4836904," $ 8,002.96 "," $ 7,780.84 "
1/22/2017,2411792,2315079," $ 5,795.77 "," $ 5,573.16 ",3277849,3116590," $ 5,488.10 "," $ 5,260.92 ",6126188,5748961," $ 8,459.03 "," $ 7,667.45 ",7465294,7075865," $ 10,594.35 "," $ 10,016.53 ",4750920,4618154," $ 5,224.54 "," $ 5,077.41 ",2679329,2507550," $ 3,772.02 "," $ 3,456.69 ",11754848,11949732," $ 17,042.51 "," $ 17,418.08 "
1/23/2017,3321211,3198141," $ 6,954.41 "," $ 6,717.53 ",2574288,2443061," $ 4,039.89 "," $ 3,873.06 ",7498235,6980605," $ 7,599.71 "," $ 6,951.66 ",8073643,7677603," $ 9,473.73 "," $ 9,016.36 ",5919524,5758839," $ 5,574.13 "," $ 5,429.27 ",3032122,2844519," $ 3,175.40 "," $ 2,904.44 ",12612543,11923483," $ 16,175.87 "," $ 15,396.82 "
1/24/2017,3177973,3050020," $ 7,240.97 "," $ 6,933.07 ",2458562,2348775," $ 3,727.50 "," $ 3,602.59 ",7915744,7356666," $ 7,836.25 "," $ 7,153.97 ",7212640,6871606," $ 8,775.43 "," $ 8,370.80 ",6065549,5753747," $ 5,766.56 "," $ 5,475.76 ",2878854,2707332," $ 3,152.29 "," $ 2,927.52 ",12334652,11812492," $ 16,082.18 "," $ 15,616.08 "
1/25/2017,3168481,3056368," $ 6,813.93 "," $ 6,575.42 ",2659410,2575262," $ 4,002.32 "," $ 3,890.57 ",7365563,6770916," $ 8,564.87 "," $ 7,709.30 ",8197191,7814185," $ 9,220.24 "," $ 8,803.27 ",6530582,6361695," $ 6,720.24 "," $ 6,540.04 ",3496795,3270449," $ 3,815.76 "," $ 3,466.43 ",13939117,13556259," $ 17,873.74 "," $ 17,472.34 "
1/26/2017,3084415,2960141," $ 6,451.40 "," $ 6,194.72 ",2663754,2579937," $ 4,046.06 "," $ 3,962.18 ",6806990,6163437," $ 8,878.78 "," $ 7,934.58 ",8740594,8341436," $ 9,646.43 "," $ 9,211.21 ",6855525,6660519," $ 6,901.86 "," $ 6,700.25 ",3656730,3421584," $ 3,987.67 "," $ 3,647.04 ",14418134,13798120," $ 18,847.30 "," $ 18,145.00 "
1/27/2017,2500437,2404114," $ 5,436.96 "," $ 5,227.81 ",2040358,1976144," $ 3,369.13 "," $ 3,281.17 ",5166693,4677887," $ 7,290.06 "," $ 6,489.01 ",6435218,6142540," $ 7,141.86 "," $ 6,811.33 ",4623710,4500310," $ 4,908.35 "," $ 4,778.36 ",2993774,2811266," $ 3,299.01 "," $ 3,013.78 ",10421860,9205296," $ 14,496.17 "," $ 12,879.28 "
1/28/2017,1752642,1699978," $ 3,927.28 "," $ 3,801.26 ",1916085,1855409," $ 3,480.70 "," $ 3,408.93 ",2736698,2495930," $ 5,660.50 "," $ 4,987.18 ",3635911,3466173," $ 5,566.92 "," $ 5,298.71 ",2150079,2088897," $ 3,241.55 "," $ 3,142.99 ",1667322,1467824," $ 2,841.86 "," $ 2,463.43 ",5622331,5347651," $ 9,984.65 "," $ 9,567.38 "
1/29/2017,2861540,2757993," $ 6,962.99 "," $ 6,698.05 ",3696996,3579587," $ 6,553.19 "," $ 6,373.99 ",6319143,5808329," $ 11,571.55 "," $ 10,209.00 ",8143182,7771206," $ 11,626.40 "," $ 11,062.15 ",5451292,5285641," $ 7,096.29 "," $ 6,858.30 ",3635893,3287069," $ 5,344.76 "," $ 4,685.41 ",12809805,13205421," $ 20,518.60 "," $ 21,280.48 "
1/30/2017,3213962,3095188," $ 6,563.08 "," $ 6,316.76 ",3154961,3058798," $ 5,121.48 "," $ 4,991.19 ",8197793,7562843," $ 10,635.41 "," $ 9,614.02 ",9963576,9525709," $ 11,255.18 "," $ 10,769.05 ",7060781,6875073," $ 7,825.73 "," $ 7,606.28 ",4063372,3816249," $ 4,678.20 "," $ 4,265.39 ",15143967,14231070," $ 20,558.11 "," $ 19,314.26 "
1/31/2017,2918192,2801221," $ 6,500.72 "," $ 6,234.22 ",3040209,2945358," $ 4,868.44 "," $ 4,779.84 ",10420128,9604041," $ 10,973.22 "," $ 9,912.14 ",9287025,8871323," $ 9,936.04 "," $ 9,495.25 ",7111914,6918086," $ 7,752.71 "," $ 7,543.96 ",3973148,3714407," $ 4,749.74 "," $ 4,354.92 ",14322856,13571072," $ 18,710.06 "," $ 17,683.69 "
2/1/2017,3067569,2940252," $ 7,445.33 "," $ 7,138.99 ",2887045,2784267," $ 4,753.46 "," $ 4,643.12 ",11201486,10333650," $ 12,370.04 "," $ 11,160.93 ",8224436,7816753," $ 9,803.96 "," $ 9,332.96 ",7267188,7037978," $ 7,694.88 "," $ 7,452.28 ",4653140,4304223," $ 5,168.76 "," $ 4,659.25 ",14200262,13761046," $ 18,651.97 "," $ 18,542.34 "
2/2/2017,2815317,2696543," $ 6,212.30 "," $ 5,945.39 ",3249281,3134923," $ 5,267.50 "," $ 5,106.73 ",10281684,13134577," $ 12,269.21 "," $ 16,011.61 ",7743675,7374463," $ 9,253.69 "," $ 8,825.38 ",7961752,7709177," $ 8,389.53 "," $ 8,126.23 ",4438448,4135833," $ 5,312.09 "," $ 4,843.50 ",13473047,12818508," $ 17,079.16 "," $ 16,117.56 "
2/3/2017,3084065,2968852," $ 6,451.59 "," $ 6,216.79 ",2643259,2560801," $ 4,418.14 "," $ 4,306.35 ",6890028,6272005," $ 7,832.68 "," $ 7,009.67 ",6317976,6029416," $ 7,303.52 "," $ 6,974.18 ",5530364,5369826," $ 6,298.51 "," $ 6,117.75 ",4078866,3835845," $ 4,777.28 "," $ 4,347.12 ",11709193,10086214," $ 14,542.26 "," $ 12,837.70 "
2/4/2017,1851295,1787311," $ 4,387.92 "," $ 4,234.33 ",2277581,2206581," $ 4,288.96 "," $ 4,167.36 ",3773857,3445659," $ 6,352.18 "," $ 5,633.00 ",4070519,3880809," $ 6,724.59 "," $ 6,409.48 ",3070750,2989597," $ 4,514.80 "," $ 4,391.08 ",1958808,1841487," $ 3,289.60 "," $ 3,003.48 ",6714231,6440272," $ 12,360.04 "," $ 11,902.56 "
2/5/2017,3624629,3491455," $ 8,511.06 "," $ 8,192.94 ",4236006,4103248," $ 7,797.75 "," $ 7,595.99 ",7493278,6857149," $ 11,598.90 "," $ 10,361.22 ",8422221,8034688," $ 12,201.46 "," $ 11,638.11 ",6653429,6463733," $ 9,315.93 "," $ 9,045.20 ",3825209,3590297," $ 5,952.38 "," $ 5,432.61 ",13683465,13428202," $ 21,978.52 "," $ 21,777.76 "
2/6/2017,4901638,4723222," $ 8,721.47 "," $ 8,400.16 ",4427459,4292535," $ 7,025.39 "," $ 6,841.02 ",11096118,10296382," $ 11,636.40 "," $ 10,558.52 ",10871151,10371723," $ 12,316.63 "," $ 11,759.37 ",8566132,8326259," $ 9,385.99 "," $ 9,112.32 ",4460077,4107994," $ 5,445.69 "," $ 4,841.20 ",17225755,16140458," $ 22,356.88 "," $ 20,993.73 "
2/7/2017,4316747,4146328," $ 8,156.97 "," $ 7,831.45 ",3924323,3802409," $ 5,906.18 "," $ 5,425.40 ",11293487,10467582," $ 11,489.08 "," $ 10,421.43 ",10686331,10208246," $ 11,712.06 "," $ 11,200.40 ",8952654,8704371," $ 9,454.33 "," $ 9,177.20 ",4549391,4140779," $ 5,591.78 "," $ 4,943.32 ",16959083,16302534," $ 21,691.84 "," $ 21,037.32 "
2/8/2017,4674129,4481870," $ 9,205.34 "," $ 8,818.99 ",4214582,4082972," $ 6,605.15 "," $ 6,425.17 ",11053919,10162480," $ 12,314.48 "," $ 11,079.44 ",10758506,10269785," $ 12,089.12 "," $ 11,554.53 ",9533498,9259840," $ 10,229.92 "," $ 9,923.63 ",4716949,4361454," $ 5,865.41 "," $ 5,226.51 ",16953108,16247273," $ 21,701.13 "," $ 20,861.91 "
2/9/2017,3707068,3553406," $ 7,508.40 "," $ 7,193.66 ",3819772,3695525," $ 6,201.18 "," $ 6,014.51 ",10640268,9843773," $ 13,546.92 "," $ 12,284.04 ",9465456,9003824," $ 11,566.98 "," $ 11,028.56 ",9465906,9166531," $ 10,649.16 "," $ 10,311.68 ",4664601,4320864," $ 5,753.15 "," $ 5,114.94 ",17907307,17132323," $ 22,092.61 "," $ 21,340.17 "
2/10/2017,3137171,3009341," $ 6,475.93 "," $ 6,210.29 ",2817922,2726712," $ 4,870.37 "," $ 4,803.44 ",7726573,7131725," $ 10,294.10 "," $ 9,346.37 ",6922549,6602110," $ 9,069.69 "," $ 8,660.75 ",7137868,6919186," $ 7,825.95 "," $ 7,589.97 ",3070345,2863108," $ 4,029.63 "," $ 3,589.55 ",10879903,9744492," $ 15,795.80 "," $ 14,251.75 "
2/11/2017,2177393,2098310," $ 4,878.10 "," $ 4,695.89 ",2306807,2231280," $ 4,401.71 "," $ 4,292.82 ",4217287,3907570," $ 7,352.46 "," $ 6,677.47 ",4097195,3890077," $ 6,779.96 "," $ 6,427.80 ",3141936,3039804," $ 4,841.39 "," $ 4,677.76 ",1834203,1694924," $ 3,129.80 "," $ 2,767.83 ",6012663,5773131," $ 10,535.81 "," $ 10,222.01 "
2/12/2017,3808697,3656760," $ 8,634.55 "," $ 8,287.22 ",4321875,4174070," $ 7,704.84 "," $ 7,468.22 ",10218496,9566228," $ 14,753.04 "," $ 13,522.39 ",9586801,9094011," $ 13,990.05 "," $ 13,263.99 ",7795547,7545246," $ 11,026.33 "," $ 10,666.63 ",4015659,3685632," $ 6,042.35 "," $ 5,321.53 ",13979539,14489053," $ 22,465.28 "," $ 23,482.10 "
2/13/2017,4710635,4515919," $ 8,830.06 "," $ 8,459.03 ",4506457,4359313," $ 7,308.68 "," $ 7,092.69 ",10631843,9914245," $ 13,240.47 "," $ 12,148.91 ",12189902,11587744," $ 15,969.32 "," $ 15,221.97 ",11917764,11497765," $ 12,285.38 "," $ 11,882.98 ",4497467,4086503," $ 5,539.64 "," $ 4,836.93 ",19119594,18597961," $ 26,802.51 "," $ 26,063.75 "
2/14/2017,5145209,4941016," $ 9,252.79 "," $ 8,883.24 ",4351108,4210761," $ 6,882.27 "," $ 6,688.84 ",9638923,8991987," $ 11,424.61 "," $ 10,509.09 ",11141025,10614309," $ 13,164.99 "," $ 12,552.10 ",10663543,10283208," $ 10,827.54 "," $ 10,483.78 ",3741785,3464392," $ 4,976.70 "," $ 4,477.00 ",18239649,17185983," $ 25,875.14 "," $ 24,470.90 "
2/15/2017,4489544,4300332," $ 8,436.84 "," $ 8,074.13 ",4511734,4354248," $ 7,593.46 "," $ 7,361.23 ",7644015,7095265," $ 11,491.35 "," $ 10,569.82 ",12569605,11944157," $ 14,482.83 "," $ 13,769.34 ",12577576,12108838," $ 12,944.28 "," $ 12,486.17 ",4784102,4416377," $ 6,199.47 "," $ 5,498.80 ",22540583,21912010," $ 31,097.12 "," $ 30,548.44 "
2/16/2017,4730558,4534980," $ 8,853.44 "," $ 8,480.99 ",4669871,4511143," $ 7,869.84 "," $ 7,648.80 ",7047614,6511469," $ 10,260.40 "," $ 9,320.25 ",12628783,11994889," $ 14,135.21 "," $ 13,417.85 ",12504194,12035463," $ 13,062.79 "," $ 12,596.66 ",5044029,4544007," $ 6,645.73 "," $ 5,681.23 ",21056984,19862347," $ 28,972.65 "," $ 27,491.33 "
2/17/2017,3534683,3382414," $ 6,651.23 "," $ 6,362.69 ",3769442,3636662," $ 6,239.91 "," $ 6,046.66 ",5593218,5106767," $ 7,812.32 "," $ 7,039.55 ",8231705,7807986," $ 9,958.78 "," $ 9,436.53 ",7442658,7154625," $ 8,519.19 "," $ 8,214.61 ",3763477,3340636," $ 5,051.06 "," $ 4,251.16 ",14044649,12680511," $ 22,111.19 "," $ 19,989.07 "
2/18/2017,2392542,2291915," $ 5,315.66 "," $ 5,085.40 ",2396853,2307156," $ 4,859.63 "," $ 4,710.39 ",3211646,2900298," $ 5,689.00 "," $ 5,024.75 ",4811321,4542278," $ 7,284.04 "," $ 6,868.56 ",3523370,3380567," $ 5,190.87 "," $ 4,990.56 ",2713523,2411213," $ 4,221.73 "," $ 3,528.60 ",8060632,7606792," $ 14,641.18 "," $ 13,812.00 "
2/19/2017,4452355,4254759," $ 9,608.59 "," $ 9,174.34 ",4528402,4348577," $ 9,216.97 "," $ 8,883.13 ",5983452,5407837," $ 10,031.21 "," $ 8,862.92 ",9729961,9165368," $ 14,692.36 "," $ 13,835.75 ",7440264,7111456," $ 10,263.52 "," $ 9,841.53 ",5324840,4695075," $ 7,611.60 "," $ 6,331.37 ",15308042,15551327," $ 25,889.64 "," $ 26,529.18 "
2/20/2017,5098041,4882276," $ 10,365.64 "," $ 9,924.26 ",4909673,4735705," $ 8,482.92 "," $ 8,231.78 ",7576582,6882034," $ 9,784.15 "," $ 8,797.73 ",12451500,11790101," $ 15,506.23 "," $ 14,713.58 ",11339885,10805550," $ 11,770.56 "," $ 11,295.87 ",5471746,4841761," $ 6,498.49 "," $ 5,466.06 ",20393920,20056286," $ 29,790.02 "," $ 29,449.19 "
2/21/2017,5082422,4862045," $ 10,094.95 "," $ 9,652.07 ",5499641,5284307," $ 8,737.27 "," $ 8,430.30 ",8093398,7258069," $ 9,102.47 "," $ 8,143.88 ",12983475,12224861," $ 15,625.71 "," $ 14,789.69 ",12238667,11704046," $ 12,592.01 "," $ 12,112.12 ",6172237,5489347," $ 7,094.06 "," $ 6,011.39 ",25128373,23724243," $ 32,982.29 "," $ 31,453.18 "
2/22/2017,5162754,4945179," $ 10,477.99 "," $ 10,032.29 ",5330958,5157101," $ 8,166.11 "," $ 7,930.42 ",8046164,7265148," $ 8,850.76 "," $ 7,935.59 ",12624476,11947885," $ 15,641.69 "," $ 14,829.86 ",12245751,11760014," $ 12,496.61 "," $ 12,053.22 ",5907491,5262072," $ 6,768.85 "," $ 5,751.70 ",24491798,23608967," $ 31,490.52 "," $ 30,353.59 "
2/23/2017,5642009,5390125," $ 12,064.96 "," $ 11,531.71 ",5270043,5078988," $ 8,428.07 "," $ 8,160.94 ",8674990,7828403," $ 9,697.53 "," $ 8,658.97 ",12401798,11697424," $ 16,061.48 "," $ 15,182.58 ",12865538,12318304," $ 13,431.75 "," $ 12,890.99 ",5942673,5288369," $ 7,076.56 "," $ 5,984.67 ",23701443,22342995," $ 30,900.11 "," $ 29,025.83 "
2/24/2017,3897004,3723535," $ 8,178.07 "," $ 7,804.62 ",4129887,3998177," $ 6,919.40 "," $ 6,728.16 ",5630916,5080162," $ 6,647.33 "," $ 5,928.70 ",9498398,8978248," $ 12,252.60 "," $ 11,610.42 ",10785980,10313091," $ 11,953.88 "," $ 11,456.68 ",4324558,3853932," $ 5,689.26 "," $ 4,835.48 ",16214974,14571447," $ 22,955.65 "," $ 20,476.12 "
2/25/2017,2628520,2520829," $ 6,021.13 "," $ 5,761.69 ",2957670,2860507," $ 5,655.07 "," $ 5,487.02 ",3081025,2775039," $ 4,625.65 "," $ 4,013.80 ",5994549,5653061," $ 9,294.49 "," $ 8,743.18 ",5018115,4821935," $ 7,642.26 "," $ 7,348.67 ",2974884,2650134," $ 4,706.71 "," $ 3,952.18 ",8747343,8323691," $ 16,502.42 "," $ 15,736.23 "
2/26/2017,5474429,5218472," $ 11,864.65 "," $ 11,309.85 ",5706870,5489373," $ 10,393.85 "," $ 10,042.99 ",7381052,6648664," $ 9,736.43 "," $ 8,533.50 ",14249994,13389597," $ 19,901.66 "," $ 18,697.16 ",13017297,12453147," $ 16,725.18 "," $ 16,030.49 ",6085108,5378329," $ 8,174.69 "," $ 6,870.38 ",19085162,19494499," $ 34,678.93 "," $ 35,585.97 "
2/27/2017,6383390,6089523," $ 12,076.11 "," $ 11,520.08 ",5958442,5745980," $ 9,859.22 "," $ 9,555.97 ",8960878,8075761," $ 9,845.17 "," $ 8,814.23 ",14555497,13744081," $ 18,448.62 "," $ 17,459.19 ",17078117,16012736," $ 17,824.80 "," $ 16,764.57 ",6361156,5577520," $ 7,756.35 "," $ 6,465.97 ",21934286,20594188," $ 34,348.22 "," $ 32,416.03 "
2/28/2017,5914615,5642927," $ 11,291.78 "," $ 10,774.73 ",4421012,4263273," $ 7,322.80 "," $ 7,099.90 ",8706311,7978130," $ 8,844.11 "," $ 7,932.02 ",11886198,11225467," $ 14,558.94 "," $ 13,769.63 ",16362634,15341901," $ 15,332.83 "," $ 14,321.69 ",6252186,5308128," $ 7,767.76 "," $ 6,358.72 ",17751765,16651644," $ 28,742.09 "," $ 26,979.63 "
3/1/2017,5202002,4948843," $ 10,331.01 "," $ 9,796.56 ",4582868,4416942," $ 6,745.03 "," $ 6,535.28 ",6976588,6380053," $ 7,525.23 "," $ 6,755.14 ",11339989,10709101," $ 14,029.78 "," $ 13,277.26 ",18455812,17289913," $ 16,845.18 "," $ 15,781.42 ",6783005,6337516," $ 7,654.19 "," $ 6,883.39 ",18222885,17677688," $ 29,112.72 "," $ 28,654.16 "
Date,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   
Grand Total,1560918301,552145678," $ 4,374,793.31 "," $ 1,572,912.75 ",988973094,328737595," $ 2,238,950.05 "," $ 704,323.54 ",1211976656,581813616," $ 2,560,368.65 "," $ 975,430.89 ",1887462757,945349560," $ 3,556,158.26 "," $ 1,401,002.12 ",2061449101,723438738," $ 3,835,780.93 "," $ 907,536.06 ",1012613623,425327331," $ 1,739,315.84 "," $ 594,660.55 ",3405789894,3126315998," $ 7,015,256.01 "," $ 6,431,492.84 "
