,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue 
Date,SUM of Abra_1,SUM of Abra_2,SUM of  Abra_3 ,SUM of  Abra_4 ,SUM of Arbok_1,SUM of Arbok_2,SUM of  Arbok_3 ,SUM of  Arbok_4 ,SUM of Diglett Media_1,SUM of Diglett Media_2,SUM of  Diglett Media_3 ,SUM of  Diglett Media_4 ,SUM of Ivysaur_1,SUM of Ivysaur_2,SUM of  Ivysaur_3 ,SUM of  Ivysaur_4 ,SUM of Onix_1,SUM of Onix_2,SUM of  Onix_3 ,SUM of  Onix_4 ,SUM of Snorlax_1,SUM of Snorlax_2,SUM of  Snorlax_3 ,SUM of  Snorlax_4 ,SUM of SPEAROW_1,SUM of SPEAROW_2,SUM of  SPEAROW_3 ,SUM of  SPEAROW_4 
5/26/2016,2912409,0," $ 9,320.21 ", $ -   ,1253950,0," $ 3,172.80 ", $ -   ,2615598,0," $ 5,636.16 ", $ -   ,2369869,0," $ 6,652.46 ", $ -   ,2924781,0," $ 7,828.70 ", $ -   ,1304313,0," $ 3,153.07 ", $ -   ,4380147,4027027," $ 10,714.27 "," $ 10,356.32 "
5/27/2016,1990653,0," $ 6,414.50 ", $ -   ,862767,0," $ 2,216.26 ", $ -   ,1709369,0," $ 3,897.41 ", $ -   ,1637365,0," $ 4,649.51 ", $ -   ,1958035,0," $ 5,385.97 ", $ -   ,820145,0," $ 2,048.50 ", $ -   ,3022672,2508212," $ 7,525.42 "," $ 6,469.76 "
5/28/2016,1100686,0," $ 3,759.34 ", $ -   ,561847,0," $ 1,537.77 ", $ -   ,855810,0," $ 2,276.02 ", $ -   ,789173,0," $ 2,585.07 ", $ -   ,969909,0," $ 3,006.38 ", $ -   ,390016,0," $ 1,209.10 ", $ -   ,1425138,1298943," $ 3,846.31 "," $ 3,626.38 "
5/29/2016,1656932,0," $ 5,350.97 ", $ -   ,899031,0," $ 2,434.67 ", $ -   ,1830602,0," $ 3,941.18 ", $ -   ,1257168,0," $ 3,954.41 ", $ -   ,1665037,0," $ 4,800.28 ", $ -   ,554120,0," $ 1,527.44 ", $ -   ,2415438,2289875," $ 6,019.75 "," $ 5,903.80 "
5/30/2016,2093223,0," $ 6,098.20 ", $ -   ,1177955,0," $ 3,061.09 ", $ -   ,2581973,0," $ 5,093.61 ", $ -   ,2011401,0," $ 5,881.62 ", $ -   ,2155267,0," $ 5,678.37 ", $ -   ,707857,0," $ 1,725.26 ", $ -   ,3396124,3267844," $ 7,868.36 "," $ 7,963.16 "
5/31/2016,2300571,0," $ 6,390.46 ", $ -   ,1278935,0," $ 3,231.44 ", $ -   ,2222703,0," $ 4,618.82 ", $ -   ,2262556,0," $ 6,259.83 ", $ -   ,2604033,0," $ 6,500.90 ", $ -   ,1066860,0," $ 2,423.11 ", $ -   ,4114082,3822463," $ 9,056.50 "," $ 8,848.13 "
6/1/2016,1657069,0," $ 4,598.71 ", $ -   ,903153,0," $ 2,244.13 ", $ -   ,1834497,0," $ 3,981.43 ", $ -   ,2132036,0," $ 6,199.10 ", $ -   ,2145571,0," $ 5,312.43 ", $ -   ,1280388,0," $ 2,785.60 ", $ -   ,4114676,3777454," $ 8,592.11 "," $ 8,052.28 "
6/2/2016,1458432,0," $ 4,173.53 ", $ -   ,780366,0," $ 1,926.83 ", $ -   ,1661484,0," $ 3,876.45 ", $ -   ,1737635,0," $ 4,810.13 ", $ -   ,3978395,0," $ 43,654.90 ", $ -   ,1102380,0," $ 2,407.98 ", $ -   ,4050722,3806865," $ 14,561.06 "," $ 7,623.71 "
6/3/2016,1127361,0," $ 3,477.95 ", $ -   ,673592,0," $ 1,686.57 ", $ -   ,1086036,0," $ 2,794.59 ", $ -   ,1253270,0," $ 3,624.26 ", $ -   ,3654619,0," $ 52,415.17 ", $ -   ,713320,0," $ 1,643.76 ", $ -   ,3418058,2935350," $ 17,799.53 "," $ 5,623.26 "
6/4/2016,848411,0," $ 2,871.67 ", $ -   ,506622,0," $ 1,326.80 ", $ -   ,797412,0," $ 2,316.08 ", $ -   ,873255,0," $ 2,754.90 ", $ -   ,850455,0," $ 2,494.72 ", $ -   ,450027,0," $ 1,289.49 ", $ -   ,2340175,2178824," $ 6,248.57 "," $ 4,320.54 "
6/5/2016,1476040,0," $ 4,538.69 ", $ -   ,960101,0," $ 2,467.41 ", $ -   ,1597653,0," $ 4,138.82 ", $ -   ,1819089,0," $ 5,447.52 ", $ -   ,1823051,0," $ 4,947.97 ", $ -   ,982786,0," $ 2,475.95 ", $ -   ,4863278,4805345," $ 12,429.87 "," $ 8,854.67 "
6/6/2016,1483343,0," $ 4,346.48 ", $ -   ,894813,0," $ 2,210.72 ", $ -   ,2020651,0," $ 4,100.80 ", $ -   ,1945826,0," $ 5,574.69 ", $ -   ,2022449,0," $ 4,946.19 ", $ -   ,1120954,0," $ 2,486.58 ", $ -   ,5119771,4642816," $ 12,737.43 "," $ 8,899.93 "
6/7/2016,1295900,0," $ 3,894.32 ", $ -   ,884590,0," $ 2,180.99 ", $ -   ,1663465,0," $ 4,237.26 ", $ -   ,1732540,0," $ 4,985.10 ", $ -   ,1955470,0," $ 4,987.88 ", $ -   ,903074,0," $ 2,031.19 ", $ -   ,4717027,4356745," $ 11,905.61 "," $ 8,455.09 "
6/8/2016,1332431,0," $ 4,309.06 ", $ -   ,949655,0," $ 2,359.00 ", $ -   ,1911291,0," $ 4,318.80 ", $ -   ,1683325,0," $ 5,079.49 ", $ -   ,1975163,0," $ 5,154.71 ", $ -   ,989010,0," $ 2,333.95 ", $ -   ,4708256,4342906," $ 11,989.26 "," $ 8,381.51 "
6/9/2016,1277084,0," $ 4,060.51 ", $ -   ,941535,0," $ 2,362.76 ", $ -   ,1504321,0," $ 3,854.48 ", $ -   ,1708811,0," $ 5,148.72 ", $ -   ,1906185,0," $ 5,005.46 ", $ -   ,961829,0," $ 2,273.16 ", $ -   ,4757144,4382421," $ 11,981.16 "," $ 7,893.07 "
6/10/2016,946503,0," $ 3,053.80 ", $ -   ,682047,0," $ 1,750.38 ", $ -   ,1075366,0," $ 3,025.00 ", $ -   ,1218864,0," $ 3,899.60 ", $ -   ,1331543,0," $ 3,676.58 ", $ -   ,624756,0," $ 1,582.14 ", $ -   ,3610536,3085819," $ 9,386.80 "," $ 5,715.09 "
6/11/2016,715326,0," $ 2,341.16 ", $ -   ,534844,0," $ 1,439.62 ", $ -   ,716872,0," $ 2,395.87 ", $ -   ,824434,0," $ 2,925.00 ", $ -   ,893449,0," $ 2,743.12 ", $ -   ,407910,0," $ 1,228.20 ", $ -   ,2364097,2187323," $ 6,431.19 "," $ 4,376.55 "
6/12/2016,1166059,0," $ 3,653.84 ", $ -   ,1193995,0," $ 3,098.51 ", $ -   ,1359946,0," $ 4,176.20 ", $ -   ,1651669,0," $ 5,569.23 ", $ -   ,1701472,0," $ 5,010.96 ", $ -   ,836337,0," $ 2,322.06 ", $ -   ,4674263,4570638," $ 12,332.72 "," $ 8,502.32 "
6/13/2016,1155795,0," $ 3,782.98 ", $ -   ,822646,0," $ 2,082.03 ", $ -   ,1402000,0," $ 3,813.68 ", $ -   ,1516017,0," $ 4,849.71 ", $ -   ,1684522,0," $ 4,558.72 ", $ -   ,822784,0," $ 2,031.56 ", $ -   ,4358678,3840606," $ 11,076.13 "," $ 6,602.54 "
6/14/2016,1225152,0," $ 4,106.41 ", $ -   ,736309,0," $ 1,875.06 ", $ -   ,1413279,0," $ 3,502.06 ", $ -   ,1412261,0," $ 4,395.32 ", $ -   ,1367851,0," $ 3,671.83 ", $ -   ,757919,0," $ 1,828.87 ", $ -   ,3834295,3474155," $ 9,726.51 "," $ 5,695.95 "
6/15/2016,1040400,0," $ 3,545.51 ", $ -   ,786085,0," $ 2,014.46 ", $ -   ,1452564,0," $ 3,887.67 ", $ -   ,1448369,0," $ 4,568.01 ", $ -   ,1472361,0," $ 4,016.36 ", $ -   ,770878,0," $ 1,988.82 ", $ -   ,3393385,2970324," $ 8,746.15 "," $ 5,052.62 "
6/16/2016,1003924,0," $ 3,505.63 ", $ -   ,697730,0," $ 1,772.16 ", $ -   ,1536256,0," $ 4,292.49 ", $ -   ,1305027,0," $ 4,150.90 ", $ -   ,1050010,0," $ 2,965.65 ", $ -   ,685696,0," $ 1,781.71 ", $ -   ,1897310,1702568," $ 4,981.83 "," $ 3,023.11 "
6/17/2016,930304,0," $ 3,303.13 ", $ -   ,575099,0," $ 1,467.87 ", $ -   ,1185915,0," $ 3,494.30 ", $ -   ,972744,0," $ 3,161.39 ", $ -   ,830666,0," $ 2,596.88 ", $ -   ,542150,0," $ 1,508.00 ", $ -   ,2014790,1888476," $ 5,581.27 "," $ 3,649.45 "
6/18/2016,783179,0," $ 2,812.80 ", $ -   ,585014,0," $ 1,555.65 ", $ -   ,857936,0," $ 2,864.61 ", $ -   ,712662,0," $ 2,675.41 ", $ -   ,692553,0," $ 2,359.19 ", $ -   ,429223,0," $ 1,325.01 ", $ -   ,1911822,1773367," $ 5,500.47 "," $ 3,735.78 "
6/19/2016,1435555,0," $ 5,072.91 ", $ -   ,1037545,0," $ 2,712.61 ", $ -   ,1533814,0," $ 4,970.86 ", $ -   ,1218348,0," $ 4,345.04 ", $ -   ,1243752,0," $ 4,120.42 ", $ -   ,716453,0," $ 2,175.01 ", $ -   ,3375755,3302956," $ 9,483.69 "," $ 6,600.76 "
6/20/2016,1574693,0," $ 5,398.42 ", $ -   ,686923,0," $ 1,748.75 ", $ -   ,1354721,0," $ 3,751.69 ", $ -   ,1188952,0," $ 3,795.99 ", $ -   ,1235197,0," $ 3,734.48 ", $ -   ,753512,0," $ 1,925.09 ", $ -   ,3185729,2917694," $ 8,403.88 "," $ 5,173.55 "
6/21/2016,1222294,0," $ 4,160.11 ", $ -   ,572758,0," $ 1,475.52 ", $ -   ,1164142,0," $ 3,265.67 ", $ -   ,1042287,0," $ 3,396.26 ", $ -   ,1018956,0," $ 3,106.54 ", $ -   ,589570,0," $ 1,568.88 ", $ -   ,2624458,2494358," $ 6,968.19 "," $ 4,478.64 "
6/22/2016,1385102,0," $ 4,650.59 ", $ -   ,700554,0," $ 1,793.90 ", $ -   ,1246079,0," $ 3,538.52 ", $ -   ,1188509,0," $ 3,912.90 ", $ -   ,1047724,0," $ 3,298.67 ", $ -   ,620654,0," $ 1,709.91 ", $ -   ,2657678,2455834," $ 7,195.26 "," $ 4,682.77 "
6/23/2016,1389209,0," $ 4,857.70 ", $ -   ,691973,0," $ 1,788.10 ", $ -   ,1095970,0," $ 3,208.70 ", $ -   ,1098474,0," $ 3,767.07 ", $ -   ,942174,0," $ 3,059.56 ", $ -   ,576366,0," $ 1,679.59 ", $ -   ,2495755,2261315," $ 6,866.29 "," $ 4,359.12 "
6/24/2016,1096679,0," $ 4,007.37 ", $ -   ,493753,0," $ 1,306.95 ", $ -   ,875154,0," $ 2,807.15 ", $ -   ,795922,0," $ 2,847.40 ", $ -   ,713781,0," $ 2,481.53 ", $ -   ,416966,0," $ 1,303.38 ", $ -   ,2012531,1807230," $ 5,780.24 "," $ 3,827.13 "
6/25/2016,1069335,0," $ 3,986.23 ", $ -   ,368454,0," $ 1,029.90 ", $ -   ,687339,0," $ 2,491.45 ", $ -   ,634474,0," $ 2,381.86 ", $ -   ,593584,0," $ 2,225.21 ", $ -   ,335118,0," $ 1,225.71 ", $ -   ,1617111,1507268," $ 4,878.33 "," $ 3,530.16 "
6/26/2016,1635054,0," $ 5,866.38 ", $ -   ,591952,0," $ 1,658.22 ", $ -   ,1235562,0," $ 4,175.91 ", $ -   ,1080160,0," $ 3,974.89 ", $ -   ,1015801,0," $ 3,734.19 ", $ -   ,606011,0," $ 2,042.11 ", $ -   ,2945755,2842739," $ 8,837.16 "," $ 6,632.02 "
6/27/2016,1160767,0," $ 4,038.11 ", $ -   ,533361,0," $ 1,445.76 ", $ -   ,1056528,0," $ 3,114.97 ", $ -   ,1067897,0," $ 3,900.49 ", $ -   ,917862,0," $ 3,056.96 ", $ -   ,578589,0," $ 1,727.60 ", $ -   ,2820984,2558579," $ 8,441.49 "," $ 5,787.71 "
6/28/2016,1017262,0," $ 3,609.91 ", $ -   ,502791,0," $ 1,372.14 ", $ -   ,1161704,0," $ 3,927.58 ", $ -   ,1056621,0," $ 4,213.48 ", $ -   ,766318,0," $ 2,607.33 ", $ -   ,457337,0," $ 1,506.00 ", $ -   ,2452122,2228898," $ 8,052.24 "," $ 5,877.57 "
6/29/2016,1216523,0," $ 4,508.37 ", $ -   ,562679,0," $ 1,628.12 ", $ -   ,1588897,0," $ 5,663.73 ", $ -   ,1086389,0," $ 3,872.02 ", $ -   ,819614,0," $ 2,953.31 ", $ -   ,462673,0," $ 1,510.90 ", $ -   ,2728712,2557416," $ 8,736.97 "," $ 6,382.91 "
6/30/2016,1024579,0," $ 3,699.85 ", $ -   ,546677,0," $ 1,597.72 ", $ -   ,1637715,0," $ 5,514.15 ", $ -   ,1030678,0," $ 3,523.06 ", $ -   ,877205,0," $ 2,840.45 ", $ -   ,515199,0," $ 1,549.29 ", $ -   ,2607411,2332100," $ 7,414.93 "," $ 4,930.95 "
7/1/2016,642565,0," $ 1,935.05 ", $ -   ,413700,0," $ 1,107.50 ", $ -   ,1327886,0," $ 3,637.19 ", $ -   ,694946,0," $ 2,179.24 ", $ -   ,664525,0," $ 1,782.04 ", $ -   ,422370,0," $ 1,109.06 ", $ -   ,1872381,1654081," $ 4,934.03 "," $ 3,015.45 "
7/2/2016,486900,0," $ 1,519.15 ", $ -   ,343881,0, $ 966.58 , $ -   ,1036457,0," $ 3,167.49 ", $ -   ,497242,0," $ 1,659.85 ", $ -   ,490371,0," $ 1,442.30 ", $ -   ,299434,0, $ 878.98 , $ -   ,1358969,1238787," $ 3,715.38 "," $ 2,480.12 "
7/3/2016,724309,0," $ 2,164.38 ", $ -   ,526928,0," $ 1,488.75 ", $ -   ,1553927,0," $ 4,620.08 ", $ -   ,735361,0," $ 2,472.50 ", $ -   ,606974,0," $ 1,751.91 ", $ -   ,444564,0," $ 1,260.13 ", $ -   ,2176895,2047925," $ 5,773.92 "," $ 4,064.42 "
7/4/2016,498108,0," $ 1,506.55 ", $ -   ,363050,0," $ 1,011.88 ", $ -   ,1062266,0," $ 3,103.01 ", $ -   ,547242,0," $ 1,832.44 ", $ -   ,530834,0," $ 1,454.27 ", $ -   ,331123,0, $ 897.53 , $ -   ,1627506,1439617," $ 4,121.05 "," $ 2,519.84 "
7/5/2016,797810,0," $ 2,240.19 ", $ -   ,415933,0," $ 1,115.23 ", $ -   ,1263230,0," $ 3,445.91 ", $ -   ,878796,0," $ 2,959.26 ", $ -   ,747919,0," $ 1,971.35 ", $ -   ,505113,0," $ 1,216.31 ", $ -   ,2005845,1886079," $ 5,117.73 "," $ 3,342.04 "
7/6/2016,983116,0," $ 2,933.06 ", $ -   ,554734,0," $ 1,503.92 ", $ -   ,1569903,0," $ 4,566.12 ", $ -   ,993834,0," $ 3,412.17 ", $ -   ,899652,0," $ 2,416.20 ", $ -   ,744938,0," $ 1,813.52 ", $ -   ,2188591,2014578," $ 5,686.18 "," $ 3,583.60 "
7/7/2016,913094,0," $ 2,740.48 ", $ -   ,611448,0," $ 1,691.74 ", $ -   ,1679341,0," $ 4,992.68 ", $ -   ,907698,0," $ 3,245.83 ", $ -   ,815303,0," $ 2,195.89 ", $ -   ,778180,0," $ 1,883.05 ", $ -   ,2256094,2048345," $ 5,770.43 "," $ 3,422.05 "
7/8/2016,672600,0," $ 1,956.41 ", $ -   ,495403,0," $ 1,345.30 ", $ -   ,1446637,0," $ 4,555.53 ", $ -   ,723313,0," $ 2,559.24 ", $ -   ,610493,0," $ 1,689.40 ", $ -   ,635820,0," $ 1,558.40 ", $ -   ,1937431,1752790," $ 5,045.86 "," $ 3,155.93 "
7/9/2016,696704,0," $ 2,066.45 ", $ -   ,469169,0," $ 1,222.96 ", $ -   ,1035550,0," $ 3,404.25 ", $ -   ,664082,0," $ 2,589.56 ", $ -   ,529373,0," $ 1,591.58 ", $ -   ,516627,0," $ 1,393.24 ", $ -   ,1886050,1897407," $ 5,117.32 "," $ 3,611.81 "
7/10/2016,1113975,0," $ 3,179.53 ", $ -   ,756786,0," $ 1,961.91 ", $ -   ,1592030,0," $ 4,743.61 ", $ -   ,1083330,0," $ 3,968.83 ", $ -   ,999279,0," $ 2,908.57 ", $ -   ,947707,0," $ 2,300.02 ", $ -   ,3275775,3176605," $ 8,599.73 "," $ 6,000.95 "
7/11/2016,1438944,0," $ 4,408.62 ", $ -   ,516065,0," $ 1,275.40 ", $ -   ,1453542,0," $ 3,869.31 ", $ -   ,835155,0," $ 2,805.74 ", $ -   ,830796,0," $ 2,261.08 ", $ -   ,796639,0," $ 1,830.95 ", $ -   ,2917902,2608017," $ 7,482.05 "," $ 4,500.67 "
7/12/2016,2148421,0," $ 7,020.63 ", $ -   ,473045,0," $ 1,168.71 ", $ -   ,1403490,0," $ 3,537.15 ", $ -   ,764921,0," $ 2,632.26 ", $ -   ,759595,0," $ 2,101.05 ", $ -   ,679167,0," $ 1,677.28 ", $ -   ,2605702,2362544," $ 6,846.93 "," $ 4,213.07 "
7/13/2016,1283428,0," $ 3,620.09 ", $ -   ,638499,0," $ 1,549.78 ", $ -   ,1508417,0," $ 4,168.06 ", $ -   ,913008,0," $ 3,143.74 ", $ -   ,913540,0," $ 2,468.30 ", $ -   ,838767,0," $ 1,995.40 ", $ -   ,2977184,2764377," $ 7,687.41 "," $ 4,926.75 "
7/14/2016,1110980,0," $ 3,176.11 ", $ -   ,575140,0," $ 1,422.86 ", $ -   ,1434689,0," $ 3,921.78 ", $ -   ,964104,0," $ 3,196.36 ", $ -   ,913618,0," $ 2,515.53 ", $ -   ,799787,0," $ 1,909.55 ", $ -   ,2705908,2393296," $ 7,085.41 "," $ 4,527.65 "
7/15/2016,908768,0," $ 2,539.50 ", $ -   ,473253,0," $ 1,181.27 ", $ -   ,1116108,0," $ 3,091.38 ", $ -   ,865205,0," $ 2,718.59 ", $ -   ,787196,0," $ 2,250.75 ", $ -   ,666829,0," $ 1,630.64 ", $ -   ,2107516,1878134," $ 5,645.07 "," $ 3,745.37 "
7/16/2016,882155,0," $ 2,566.26 ", $ -   ,807428,0," $ 2,076.82 ", $ -   ,957065,0," $ 2,884.23 ", $ -   ,872021,0," $ 2,867.73 ", $ -   ,690498,0," $ 2,210.57 ", $ -   ,571832,0," $ 1,615.59 ", $ -   ,1736383,1601860," $ 4,945.03 "," $ 3,597.54 "
7/17/2016,1541685,0," $ 4,068.84 ", $ -   ,830595,0," $ 2,100.72 ", $ -   ,1770952,0," $ 4,916.94 ", $ -   ,1535698,0," $ 5,058.23 ", $ -   ,1252300,0," $ 3,778.52 ", $ -   ,1116807,0," $ 2,807.08 ", $ -   ,3252611,3157318," $ 8,898.44 "," $ 6,921.55 "
7/18/2016,1162893,0," $ 3,136.75 ", $ -   ,616027,0," $ 1,537.70 ", $ -   ,1533205,0," $ 3,921.52 ", $ -   ,1279161,0," $ 3,904.91 ", $ -   ,1147504,0," $ 3,140.80 ", $ -   ,1002839,0," $ 2,263.01 ", $ -   ,2867501,2553179," $ 7,634.79 "," $ 5,205.88 "
7/19/2016,1042473,0," $ 2,858.29 ", $ -   ,555384,0," $ 1,402.76 ", $ -   ,1457492,0," $ 3,750.28 ", $ -   ,1707604,0," $ 4,027.29 ", $ -   ,1703835,0," $ 13,750.46 ", $ -   ,957303,0," $ 2,252.53 ", $ -   ,2585697,2343468," $ 6,961.88 "," $ 5,094.21 "
7/20/2016,1129606,0," $ 3,044.74 ", $ -   ,618766,0," $ 1,601.54 ", $ -   ,1413224,0," $ 3,891.87 ", $ -   ,2014586,0," $ 4,386.21 ", $ -   ,1350548,0," $ 3,443.53 ", $ -   ,1045732,0," $ 2,527.24 ", $ -   ,3013697,2826224," $ 8,321.12 "," $ 5,844.60 "
7/21/2016,953694,0," $ 2,614.24 ", $ -   ,629658,0," $ 1,672.08 ", $ -   ,1473498,0," $ 4,028.37 ", $ -   ,1946317,0," $ 4,457.12 ", $ -   ,1241627,0," $ 3,231.93 ", $ -   ,900284,0," $ 2,149.66 ", $ -   ,2835433,2506618," $ 7,982.15 "," $ 5,535.00 "
7/22/2016,805127,0," $ 2,243.50 ", $ -   ,519574,0," $ 1,403.13 ", $ -   ,1033145,0," $ 3,204.54 ", $ -   ,1584984,0," $ 4,114.29 ", $ -   ,938469,0," $ 2,508.25 ", $ -   ,753742,0," $ 1,990.83 ", $ -   ,2201379,1914814," $ 6,814.86 "," $ 5,040.69 "
7/23/2016,840774,0," $ 2,414.04 ", $ -   ,597129,0," $ 1,686.02 ", $ -   ,881862,0," $ 3,000.66 ", $ -   ,1351336,0," $ 3,785.36 ", $ -   ,787010,0," $ 2,180.28 ", $ -   ,672842,0," $ 2,084.55 ", $ -   ,1912666,1757974," $ 6,291.30 "," $ 5,058.34 "
7/24/2016,1306394,0," $ 3,585.98 ", $ -   ,932705,0," $ 2,556.12 ", $ -   ,1704222,0," $ 5,472.15 ", $ -   ,2395604,0," $ 6,365.26 ", $ -   ,1433031,0," $ 3,762.24 ", $ -   ,1222179,0," $ 3,476.98 ", $ -   ,3334355,3181514," $ 10,761.02 "," $ 8,681.93 "
7/25/2016,880762,0," $ 2,431.69 ", $ -   ,695188,0," $ 1,995.06 ", $ -   ,1592498,0," $ 4,477.34 ", $ -   ,2169864,0," $ 5,026.76 ", $ -   ,1381743,0," $ 3,521.54 ", $ -   ,1124154,0," $ 2,883.89 ", $ -   ,3004440,2656478," $ 9,577.56 "," $ 7,178.20 "
7/26/2016,840481,0," $ 2,339.97 ", $ -   ,595427,0," $ 1,713.55 ", $ -   ,1447098,0," $ 4,220.02 ", $ -   ,2101484,0," $ 4,863.98 ", $ -   ,1244484,0," $ 2,957.77 ", $ -   ,1014047,0," $ 2,628.69 ", $ -   ,2656719,2315770," $ 8,250.69 "," $ 6,480.80 "
7/27/2016,1070844,0," $ 3,154.52 ", $ -   ,722332,0," $ 2,084.29 ", $ -   ,1567517,0," $ 4,434.23 ", $ -   ,2295305,0," $ 5,489.44 ", $ -   ,1226412,0," $ 2,744.42 ", $ -   ,1103540,0," $ 2,803.58 ", $ -   ,2069044,1916620," $ 5,429.01 "," $ 5,151.66 "
7/28/2016,1098894,0," $ 3,242.67 ", $ -   ,632936,0," $ 1,823.41 ", $ -   ,1543369,0," $ 4,376.14 ", $ -   ,1866223,0," $ 4,743.72 ", $ -   ,1121452,0," $ 2,575.25 ", $ -   ,989553,0," $ 2,617.14 ", $ -   ,1996643,1792365," $ 5,021.07 "," $ 4,533.19 "
7/29/2016,840466,0," $ 2,287.57 ", $ -   ,529942,0," $ 1,521.35 ", $ -   ,1146010,0," $ 3,343.30 ", $ -   ,1199090,0," $ 3,586.83 ", $ -   ,1043072,0," $ 2,874.05 ", $ -   ,786940,0," $ 2,031.11 ", $ -   ,1587831,1401744," $ 3,628.72 "," $ 3,286.33 "
7/30/2016,797126,0," $ 2,247.48 ", $ -   ,467300,0," $ 1,351.44 ", $ -   ,1002783,0," $ 3,066.33 ", $ -   ,970336,0," $ 3,014.52 ", $ -   ,878086,0," $ 2,697.26 ", $ -   ,642665,0," $ 1,789.11 ", $ -   ,1345903,1236925," $ 3,157.79 "," $ 2,952.61 "
7/31/2016,1227304,0," $ 3,133.70 ", $ -   ,704631,0," $ 2,089.05 ", $ -   ,1468504,0," $ 4,124.62 ", $ -   ,1619022,0," $ 4,864.58 ", $ -   ,1482317,0," $ 4,321.55 ", $ -   ,1166085,0," $ 2,793.51 ", $ -   ,2087020,1976817," $ 4,720.42 "," $ 4,561.55 "
8/1/2016,827786,0," $ 2,108.15 ", $ -   ,460291,0," $ 1,296.96 ", $ -   ,1158771,0," $ 3,059.64 ", $ -   ,1555796,0," $ 3,681.82 ", $ -   ,1181025,0," $ 2,881.81 ", $ -   ,1010647,0," $ 2,140.89 ", $ -   ,1476196,1259900," $ 3,124.34 "," $ 2,725.58 "
8/2/2016,676290,0," $ 1,827.42 ", $ -   ,432556,0," $ 1,226.05 ", $ -   ,972778,0," $ 2,586.70 ", $ -   ,1554941,0," $ 3,196.81 ", $ -   ,1055733,0," $ 2,369.97 ", $ -   ,850169,0," $ 1,842.66 ", $ -   ,522692,508982," $ 1,224.82 "," $ 1,275.33 "
8/3/2016,642736,0," $ 1,590.66 ", $ -   ,516890,0," $ 1,499.79 ", $ -   ,983778,0," $ 2,536.72 ", $ -   ,1694191,0," $ 3,554.13 ", $ -   ,1144609,0," $ 2,543.63 ", $ -   ,1031819,0," $ 2,367.88 ", $ -   ,208515,204858, $ 579.26 , $ 586.73 
8/4/2016,581643,0," $ 1,523.13 ", $ -   ,501193,0," $ 1,493.40 ", $ -   ,922113,0," $ 2,314.07 ", $ -   ,1388361,0," $ 2,932.39 ", $ -   ,1209570,0," $ 2,741.56 ", $ -   ,920913,0," $ 2,157.28 ", $ -   ,676614,742333," $ 1,555.61 "," $ 1,725.89 "
8/5/2016,474015,0," $ 1,293.02 ", $ -   ,442765,0," $ 1,332.00 ", $ -   ,845461,0," $ 2,293.33 ", $ -   ,830893,0," $ 2,129.52 ", $ -   ,825500,0," $ 2,018.48 ", $ -   ,736732,0," $ 1,838.35 ", $ -   ,1311408,1141628," $ 2,807.67 "," $ 2,485.51 "
8/6/2016,462539,0," $ 1,277.30 ", $ -   ,435265,0," $ 1,372.17 ", $ -   ,736929,0," $ 2,216.33 ", $ -   ,664517,0," $ 1,852.36 ", $ -   ,700420,0," $ 1,798.21 ", $ -   ,586014,0," $ 1,647.51 ", $ -   ,1051593,963427," $ 2,444.85 "," $ 2,290.55 "
8/7/2016,708522,0," $ 1,873.87 ", $ -   ,773294,0," $ 2,351.83 ", $ -   ,1214914,0," $ 3,481.48 ", $ -   ,1148303,0," $ 2,958.81 ", $ -   ,1219477,0," $ 3,011.70 ", $ -   ,1038166,0," $ 2,635.16 ", $ -   ,1765901,1690449," $ 3,936.54 "," $ 3,869.01 "
8/8/2016,519261,0," $ 1,382.43 ", $ -   ,517727,0," $ 1,564.83 ", $ -   ,1081457,0," $ 2,915.89 ", $ -   ,1071182,0," $ 2,567.97 ", $ -   ,1087344,0," $ 2,726.62 ", $ -   ,869873,0," $ 2,095.29 ", $ -   ,1629498,1443192," $ 3,712.30 "," $ 3,354.86 "
8/9/2016,555369,0," $ 1,641.87 ", $ -   ,477483,0," $ 1,447.32 ", $ -   ,982299,0," $ 2,731.45 ", $ -   ,1005953,0," $ 2,413.97 ", $ -   ,989070,0," $ 2,516.05 ", $ -   ,839444,0," $ 1,983.91 ", $ -   ,1561720,1421437," $ 3,418.86 "," $ 3,174.73 "
8/10/2016,461748,0," $ 1,249.68 ", $ -   ,473633,0," $ 1,556.50 ", $ -   ,1027348,0," $ 3,407.19 ", $ -   ,1129543,0," $ 2,805.37 ", $ -   ,1026612,0," $ 2,533.48 ", $ -   ,910295,0," $ 2,672.88 ", $ -   ,1647927,1499910," $ 3,432.42 "," $ 3,186.14 "
8/11/2016,621746,0," $ 1,679.14 ", $ -   ,457180,0," $ 1,325.53 ", $ -   ,1073400,0," $ 2,860.04 ", $ -   ,1209882,0," $ 3,016.86 ", $ -   ,1058305,0," $ 2,574.73 ", $ -   ,863039,0," $ 2,000.04 ", $ -   ,1057119,969838," $ 2,332.76 "," $ 2,205.11 "
